id	CK_1	CK_2	CK_3	Cra20_1	Cra20_2	Cra20_3	KT2440_1	KT2440_2	KT2440_3
2-CP1	43.77792741	18.30635131	27.27908084	41.14263501	25.20703165	34.40461462	33.73987385	40.65686465	35.98863508
2-CP2	21.49052635	17.74731865	20.62167105	22.80457426	16.44756133	26.18319814	21.84100854	23.12664802	22.79897311
20ox-1	1.006150038	0	0.333046003	2.04927567	1.065042889	0.640762454	1.289933059	1.313122926	0.532572119
20ox-2	0.04613516	0.226214973	0.174528137	0.085423425	0.133187954	0.167891337	0.219064846	0.040140558	0.088800419
20ox-3	1.822204893	1.304002912	1.443878374	1.504611509	1.563943603	1.030527506	1.777254972	1.242638655	1.279711987
2A11	0	0	0.35136527	0.11465133	0.119172433	0.112667955	0.117607441	0	0
3OH-1	0.915636461	0.581013408	0.764080031	4.886694484	1.29576376	0.931030751	3.222443883	1.546462786	1.710570926
3OH-2	0	0	0	0	0	0	0.053484546	0	0
4CL	160.0088645	105.3109569	150.1285522	158.1856706	148.5034632	172.363193	143.0036639	120.2144543	177.1701047
5PT1	36.71081656	75.44719852	66.25094553	29.63879222	64.58201576	47.81501828	47.45997648	79.78954801	46.5434988
5PT2	34.91229803	51.45480782	40.48918997	40.64521074	48.54728022	29.48324829	39.37156802	41.32745903	36.84655607
5PT3	6.362326881	6.843874242	6.95001865	7.670973899	7.403933856	5.810751517	6.768068912	7.080461881	5.88573823
5PT4	5.715848462	4.524086679	5.762450508	6.661639338	5.528296585	7.892633496	6.860953629	6.891733957	6.450293105
7k-LTP	0.677293613	0	0.128109227	0.125407044	0.260704565	0.616188017	0	0	2.085834989
9612	28.38599897	10.73579768	31.74777069	49.06127652	22.23497316	54.64677282	20.83893047	27.73216893	24.1484531
AADC1A	92.84930005	116.1248996	99.09489985	5.558495438	4.398496708	8.634018051	6.290387033	28.4449008	17.40926637
AADC1B	67.71005423	104.1162536	72.70870566	5.659618469	3.23926165	5.174503863	5.438103703	24.23812306	11.84118653
AADC2	135.3412864	79.73915969	115.6482676	101.1644631	157.5203835	99.50272856	148.3983814	139.0428733	156.4608437
AAP1	35.54440101	60.15013134	50.95742284	42.86843201	46.03254619	51.21949459	30.80840055	42.14620345	38.66791566
AAP2	338.5977185	710.706843	549.5768293	94.97992031	93.19988878	114.9245298	79.72345877	211.418703	194.0739492
AAP3	0.874649116	3.430940336	1.27839049	0.515292916	1.377289845	0.470208852	1.359203044	1.833320637	1.033065682
AAT	0	0	0	0	0	0	0	0	0
AAT2	2.568867931	6.962127755	4.24056529	1.902596614	4.854164692	2.337104034	2.572632419	3.982506929	2.876815773
ABC1K1	3.678565646	3.052440142	3.701991642	3.034475727	3.698734691	2.68163826	3.24707688	3.467304584	3.358679916
ABC1K3	11.05966276	12.68594991	11.91158194	12.081474	11.1625678	10.01012535	9.881981243	10.63682748	6.430032008
ABI3	0.078524524	0.654551093	0.482716455	0.327139347	0.491168305	0.214320067	0.428789177	1.161463622	0.529000818
ACA10	66.22647075	62.64344119	71.86611966	63.25112447	58.74008648	72.89801752	64.88195873	62.1475241	66.04418443
ACI112	24.20445963	20.76125833	20.80168899	19.23334564	22.6256219	14.94049347	18.63317892	20.19869761	19.20028591
ACI13	10.25784568	8.86033551	14.77680299	14.46511881	10.59024219	13.4732378	14.77356655	13.65345522	11.04889657
ACI14	14.22866276	13.43909274	16.74331893	19.60748221	19.68659514	15.98731066	15.19374507	14.94710276	15.58670425
ACI19	32.41836549	25.27013219	27.96412584	46.39336495	51.5367079	40.7832368	31.18130302	40.29437752	30.91353901
ACI29	376.8512127	212.8283658	248.5119153	379.1678328	286.1625629	467.1982018	350.079701	340.9452085	377.3538653
ACI36	269.9563915	161.6142071	223.7733953	277.8821355	193.252987	283.2015477	233.1309921	240.8045412	251.5330246
ACI39	109.6074207	63.43685582	81.37601365	100.1667972	86.36762534	114.0902963	104.8446632	104.1956496	103.4471762
ACO1	1.928570155	0.715617687	7.295731904	0.241278529	0.200634389	6.496666193	6.434987786	3.537363556	3.260619068
ACO3	9.530280507	10.32580403	6.868932369	5.265391565	14.38517892	6.572765225	10.61983205	7.589815812	4.474993024
ACO4	2.032666108	3.986716508	4.77494651	4.734933786	2.523922454	3.579248655	4.296591845	5.876151085	3.407619553
ACO4-like	189.8630569	176.2474475	152.7398954	145.6555484	242.828347	149.5262461	216.2673623	200.6211347	142.9255527
ACS1A	11.1826686	38.99932148	44.81553645	11.97049627	13.65315981	6.00888024	12.44507164	23.13830332	13.45266902
ACS2	1.947393321	0.828752698	0.62549486	1.020502367	0.353581448	1.303703049	1.046814472	0.511504155	1.273014343
ACS3	19.39682446	20.57933758	20.52936729	4.856988134	2.408466427	3.021418944	0.914168478	9.380478328	4.771070166
ACS4	0	0	0	0	0	0	0	0.036114227	0
ACS5	0.038320057	0	0	0.035476527	0.03687549	0.069725623	0.072782471	0.100022746	0.110636998
ACS6	9.48886691	9.958378922	13.80217174	9.041612034	10.78651814	8.329874475	9.222038914	12.16662612	8.437782404
ACS7B	0.026314393	0.180638664	0.124433351	0	0	0	0	0	0
ACS8	0	0	0.110027524	0.287217961	0	0.070562331	0.07365586	0.202446037	0.037321547
ACT	688.978911	725.6086823	598.1243531	742.8380526	804.6310592	821.4077042	791.5363623	767.0201898	689.454407
ADC	304.54338	241.2288441	264.5932738	244.2699007	177.8668998	291.8854907	237.8163586	219.7804793	305.2669325
ADH	18.4666177	36.33220208	30.45404693	24.57594165	26.04485157	23.04826127	21.64736962	25.3559645	20.77121839
ADH2	16.11990975	37.97915652	28.96607432	25.70613547	23.07444396	30.65103613	38.50093286	25.80666035	37.89223029
ADH3	174.245902	120.6700909	169.746411	213.6183589	159.4853315	237.92349	187.297484	150.3102633	185.6255914
AFRR	295.852889	284.2878285	323.4679473	414.9566984	307.4727075	401.6547824	341.9902542	322.2766988	329.616693
AGAL	8.59512427	4.993430742	7.358283319	38.99466547	8.192711369	9.709732469	11.25727695	10.45545886	7.409424869
AGO10	13.18632786	6.964558704	10.33466927	10.75721694	5.013032184	12.45948799	11.76892549	12.60608509	11.10413958
AGO1B	102.2807454	131.7840016	123.4496692	104.9706739	119.944598	123.0127653	106.2996501	108.6430351	105.1983314
AGO2A	51.45063957	89.37535362	77.54411283	26.55711716	25.04700528	27.75102889	22.32421533	27.61069384	26.02729283
AGO3	0.141637967	0.119056252	0.267906415	0.599441184	0.194712264	0.147267834	0.211370797	0.228863414	0.214203873
AGO4A	187.5914022	208.4590305	178.1541011	203.5179128	205.7786018	203.7525813	192.6229401	180.9895569	176.8495381
AGO4B	28.72330393	19.36667941	22.85174	28.12194976	33.45850561	28.72032592	29.26424069	31.79861014	26.33447047
AGO4D	0.081275234	0.019925882	0.057649152	0	0	0	0	0.017678671	0
AGO5	4.712834727	4.436829662	6.27960588	6.457417711	11.16660413	9.032631674	4.754099309	6.305610886	7.39807527
AGO6	9.889627276	9.07337413	8.438531529	8.423308497	9.960932136	8.557510627	8.849198229	8.891432584	8.756302187
AGO7	1.95885421	1.569827999	1.633452281	2.61299705	2.128237684	2.088728207	2.200303086	2.254112846	1.946002476
AGP-1	364.3773455	331.027959	354.8517082	496.4235797	201.3794153	455.6575907	345.8966366	427.3677613	344.5759486
AGP-S2	31.95810907	21.58984714	25.84503102	32.32178896	30.42533581	27.80846977	30.53835476	26.74281929	31.41243265
AI	22.0802705	22.14331232	24.27896822	29.98324871	27.91980325	25.6571843	21.91795702	20.32534614	16.80156642
AIM1	14.24983098	21.61644373	19.33062313	0.618394971	1.842637284	0.121539447	0.296025029	4.184416127	2.699934784
AML1	42.62173382	42.04883055	46.9138286	48.05960801	48.75252276	43.78919709	47.12358344	47.14543123	46.87655071
AMT1-2	79.75665783	54.62466655	84.1848724	86.96355766	131.8430751	100.5070183	112.2337476	86.61539698	99.12470939
AMT1-3	0	0	0	0.344163336	0.039748322	0.225473059	0.117679022	0.071876763	0.119256314
AN2	0.153366825	0	0	0.851917682	0	0	0.072823591	0.133439008	0
AN34	481.3103808	442.9275259	473.5874645	775.0814648	567.3637226	638.2916637	591.7092141	525.5357889	464.946197
AN35	199.2542682	135.52322	189.143125	321.3133531	226.0572882	279.2750382	238.4514798	214.945658	217.1077957
ANT1	0	0	0	0	0	0	0	0	0
AO	94.7611941	143.6757838	145.1486698	19.76640465	14.04189671	25.63650559	26.59585963	48.55223956	26.11841187
AO1	23.60873134	16.59105395	21.82212567	43.89140136	22.61319795	48.52051168	37.48450885	22.65248464	34.45080421
AOC	143.7102069	105.1540399	79.44810927	78.77225591	70.44555443	78.610554	85.07707724	68.65295366	151.9920846
AOS2	36.84318081	27.7236683	29.30080813	28.2397948	35.87636394	26.88064108	34.45856562	29.10706956	41.98125891
AOS3	322.105826	22.55177134	48.59548994	78.30279675	72.43423079	102.879878	220.7097851	48.04719287	509.5510878
AP1M2	39.16056466	37.11324215	35.37705732	40.09559887	36.45089075	38.41999662	40.61688712	39.94167077	41.09636603
AP2b	18.3009724	29.08453823	23.72921939	17.94295928	21.94702078	12.63479658	19.05037312	18.9572593	16.3356023
APS-AA2	8.440041074	5.46157966	11.18582136	7.97321435	7.127358427	8.827753503	8.778569632	7.293423935	12.26685381
APS1	30.78404209	13.72215359	19.3540684	25.15316233	13.97020351	35.32663073	33.27643941	16.43569633	39.95072867
APX1	1108.905073	830.2641335	942.3059806	1097.280481	846.7587233	1364.692877	1007.483352	961.8002435	1050.802395
APX2	0.748297422	0.282241073	0.381067903	0.799350243	1.606351409	0.523681419	0.874624294	2.403939375	0.166190097
APX6	6.825206583	7.120447032	7.553601443	6.13948879	9.036704521	6.077319131	6.527632403	8.170521837	6.428782966
APX7	70.9169416	47.7575415	51.10846426	58.00872023	44.83342609	65.33549131	64.23575307	55.84448948	59.09245019
ARD	237.908992	240.7279877	226.5910307	202.2836804	237.5450158	264.0723707	245.5299022	204.1368874	307.8817524
AREB	26.32555041	29.47880059	23.97081384	31.0035401	32.22611813	15.12220448	22.52949039	23.75719924	16.46811179
ARF1	28.83774224	22.46246016	46.46818724	40.8095634	47.44037063	34.95633872	37.53214689	40.93367116	42.60788566
ARF10	9.792903328	6.290310451	7.224029379	11.65009724	7.821701241	9.800323697	9.974231068	9.265996029	10.24928861
ARF12	123.7900478	256.3292009	229.9496103	138.4578656	174.6275989	127.4211936	115.0722276	137.1900707	141.9024306
ARF13	32.81919609	52.56268433	46.06390619	31.65621214	39.54362405	32.50897168	32.89007123	31.32898209	31.47919103
ARF14	0	0.029631543	0	0	0	0	0	0	0
ARF16	1.248871636	1.252555425	0.671086601	1.629190131	1.147165507	1.265311554	1.212965075	1.333552944	1.28385499
ARF17	1.338252045	0.832851984	0.949232529	1.643987905	0.941087127	1.217514616	1.686375639	1.276323614	1.13931914
ARF19	32.87202222	38.28993902	32.73605381	36.00742755	30.79463561	34.60930718	30.98365408	30.42951099	34.04133335
ARF19-1	26.55238564	22.58964292	24.57714156	30.46955931	21.03346574	26.5710766	23.17296527	26.1762133	23.6800124
ARF2	66.70367435	83.04313629	81.69423226	76.76531848	112.0166986	72.26817981	83.23416007	84.15922383	67.2084329
ARF3	17.74526545	19.92753373	22.59493805	25.52425244	25.98931884	28.0753023	24.00391872	21.12578627	19.41053697
ARF4	43.34106843	69.60981729	62.73479404	56.90167162	43.95732397	67.84533358	46.18219413	42.89245839	57.27586953
ARF5	31.96499342	19.64055866	27.32469654	35.50755438	27.95203012	36.52232682	29.89420254	31.04282479	38.01752749
ARF6	48.89764538	49.60102932	42.10997258	49.87707848	44.65954461	67.49402313	50.01335105	46.52346374	42.33350951
ARF8-1	13.65258457	13.31967497	12.092397	12.55277776	12.32665699	13.52870771	12.67628029	14.34400265	10.70515402
ARF9	4.32108034	5.667356638	4.51284768	4.933052635	5.22962155	3.207691885	4.456035683	3.851878543	4.566787012
ARG1	20.48401095	29.00075948	22.25233753	14.82096424	31.74312906	18.17423726	21.81885865	17.58156443	14.38566786
ARG2	0	0.202749261	0.097765	0	0	0	0	0	1.442550293
AROGP2	0.062490626	0.061282178	0.029550056	0	0	0	0	0	0
AROGP3	31.5472828	13.87808716	25.77534828	31.38502268	22.61551017	42.29937275	25.48962172	23.71278074	37.98175762
ARPI	8.553710971	1.107888501	4.273760361	19.12509613	7.299417822	11.30591445	13.64078505	5.616814354	66.47761966
ARS1	28.47594209	36.20252343	29.59178289	33.90078522	40.93962344	22.64908979	33.35796181	24.14537773	21.70252675
AS	20.58438883	8.906956356	13.96847245	16.62078612	10.61894203	18.92032474	16.84779917	14.62321283	17.44122974
ASAT1	0	0	0	0	0	0	0	0	0
ASCL	31.92310565	26.56784228	30.53269902	29.6796671	29.19891126	23.90809505	31.77419717	31.66446393	33.02572066
ASH1	57.98975337	36.74464193	62.72552969	113.7923328	33.90006835	57.28183005	64.18283483	62.8857144	79.53456714
ASH3	0	0	0	0	0	0	0	0	0
ASR1	131.0154413	85.81509179	178.3369426	969.7113294	242.6074802	287.2657834	407.7720596	372.9943724	253.0276695
ASR3	0.096398892	0.850812506	0.63818048	0.713965103	0.092764906	0.526210562	0.915467012	0.33549296	0.185547466
ASS	62.92919679	38.67660604	44.30120581	50.68623369	36.85309195	56.91909211	54.11969727	52.28719905	56.42842054
AT1	1.448182327	0.489716298	0.661190667	1.525647284	0.528602964	1.499254817	1.754678789	1.998639442	1.874316127
AT2	0	0.049079974	0	0	0	0	0	0	0
AT3	8.203439788	1.608960207	5.736477768	9.251732414	4.018861138	12.39364012	4.485453025	6.012820341	9.617475699
AUREA	3.734360469	3.310015779	2.716728997	2.260511734	4.250105132	3.201439074	3.614593139	3.686517347	3.386584865
Acx1A	64.96667828	53.70379675	64.41113083	68.58638432	61.21031219	72.81056324	65.91101858	63.77470439	67.34646681
Acx1B	0	0.430652954	0.063895194	0.031273733	0	0.245861779	0	0.176346722	0.130040235
AdBiL	44.9941483	46.86388056	48.29834364	52.36245358	49.89428608	57.1313365	52.20081427	48.19278475	48.27325099
Adi3	9.823255831	13.50262114	12.89316119	13.02428081	9.68861371	13.04653356	9.793955347	12.00349149	10.9203686
AgpL1	23.58815637	18.46726508	18.24108102	28.32278656	18.4977586	26.35077913	23.85505746	25.22881287	23.641758
AnthOMT	0.137656836	0	0	0	0	0	0	0	0.066240069
Aqp2	158.0596871	110.2984417	151.868292	241.5031618	132.2468871	249.0745952	169.8929095	146.0276983	176.9236589
ArcA1	347.6284665	236.8166821	255.4826039	294.7970011	261.0142836	375.2555062	309.1874844	296.0951025	312.1142947
ArcA2	234.30511	127.8561136	148.1706803	199.0705272	104.8104214	259.590764	208.2991674	203.6796768	212.4413354
Asc-1	18.82452335	19.73852741	19.17264828	11.17157345	11.14762336	10.45135516	14.43911555	17.21847224	13.05325105
Asr2	3.22700153	5.657916787	17.38667412	11.31644976	5.83429769	15.03516519	5.850546532	5.360152647	4.234973868
Asr4	10.17213187	0.893321408	9.189472582	280.2704353	26.59011592	20.30442903	32.87325304	64.39663521	7.378728768
BAM1	52.96512313	59.16151322	42.50380911	43.05421496	34.35776628	31.12380179	29.94860846	38.0449703	28.14396122
BBR_BPC1	73.67143569	87.80448616	79.38260338	88.55567162	85.1628605	86.03321594	87.98330358	80.24766054	80.53071878
BBR_BPC2	40.55336809	43.06971232	51.71144558	43.11188304	58.45727589	46.88379244	46.31935598	54.05418925	41.63021395
BBR_BPC3	8.093195933	11.32631671	10.12572145	9.209706374	14.03481165	10.89114233	7.445646737	10.2690019	7.3020419
BBR_BPC4	10.01120766	14.64818726	14.27749661	12.7762618	15.04563353	14.11557642	13.23825022	14.15872962	13.30053092
BBR_BPC5	6.37708866	3.358505051	3.313377209	5.612328932	3.636556482	5.443613673	4.785067483	4.109983357	5.341700605
BCCP1	42.1028021	26.255592	30.20363415	38.5350765	29.50316883	43.72789136	35.23205313	36.4932138	40.16091228
BI-1	97.11893971	69.57227663	103.2748171	91.4473418	92.94493097	108.7758964	111.9700833	96.40182343	104.0671946
BI-GST_GPX	243.0399163	189.4536418	168.608159	172.0966318	193.9767244	210.3044061	196.9598996	164.506708	330.374694
BL2	4.453470668	5.062154647	4.594736291	6.957565972	4.967384293	4.811366969	4.397518499	3.874806085	4.529516669
BL3	5.319570219	5.611904501	6.962021371	4.402502156	7.730261898	4.106358908	6.965377515	4.979002404	6.800175072
BSL1	23.86520287	24.19736945	23.8024931	21.56432121	23.66838013	24.02875177	23.76997582	22.65348389	23.51865405
BTF3	482.4691219	353.4735664	391.6655214	425.8115525	419.8403621	461.656244	469.1486074	494.9964285	475.8884458
BiP_grp78	225.63914	89.92768844	139.3066609	178.5072482	112.6719637	224.9785986	181.6103049	149.268098	193.9509815
Bs4	2.343022558	2.901152787	3.570059023	1.763811261	1.878913937	1.517982134	2.236325485	2.779882379	2.015754025
Bti9	11.19355721	19.23527981	17.82635983	13.88749195	12.76264095	12.53664578	13.59714126	13.53755006	12.80368028
CAB-10A	3.568000197	2.427878892	3.649875854	12.26916855	5.255350871	5.498486332	3.665011284	2.914325109	4.274758792
CAB-8	1.458776506	1.554963666	1.619564027	10.86294568	1.098613909	3.692981789	1.867210474	1.986619993	2.258476822
CAB11	0	0	0.11765852	4.549482491	0.359155785	0.16977646	0.295366075	0	0
CAB12	0	0	0	0	0	0	0	0	0
CAB13	1.614082207	3.165737921	2.706082357	8.830011654	1.623837136	0.600733355	3.065676343	1.085183714	1.059124996
CAB1B	0	0.354757169	0.068425077	6.765161873	0.417738764	0	0.343544124	0.125899277	0.348148764
CAB4	5.089861505	1.599818388	1.481139751	13.53238472	6.844622876	3.502673383	6.011097244	3.349768167	2.072422469
CAB5	0	0	0	0.194516808	0.067395762	0	0.199532129	0	0
CAB6A	0.26126976	1.793521134	1.173697525	4.111999208	0	0.059424484	0.558267468	0.113660752	0.062861124
CAB7	0.387061711	0.06326278	0.427071348	8.600157592	1.738195644	0.939042423	0.673895109	1.178690094	1.117517819
CAB9	0.634789984	0.22636886	0.764080031	10.0440805	0.721925523	2.257574566	2.466156033	1.054406445	0.721994222
CAS1	21.94788186	6.810254005	12.27779458	23.36593239	13.44032073	27.88882493	23.30396608	18.66770448	28.25479125
CAT2	156.4807588	137.7214579	152.9771329	155.9217374	231.6532222	154.766255	187.0161939	183.3988462	173.3215151
CB5-A	169.8125265	163.651134	163.5165149	134.1557843	134.739894	183.6517643	167.1240852	143.4273316	169.7261505
CB5-B	20.47009518	10.94136662	12.90630834	19.63404034	13.66467391	20.8043828	17.42571557	20.05664433	19.25660008
CBF1	141.8070867	183.9170321	205.5173516	20.77466312	14.77081426	8.222820388	6.06751776	103.2470917	20.39616143
CBL1	32.45950444	36.19232058	31.17146149	34.57906662	32.840448	27.96342975	29.50607913	31.53029329	28.77824485
CBL10	6.110814691	4.677185002	5.779264184	8.003099312	6.932241257	4.158321826	5.944772025	5.360028076	4.590058549
CBL2	28.98331617	27.8415905	29.98930705	31.38702833	27.8907208	24.53504618	27.97475301	28.3115037	24.41383325
CCD7	0.579519812	2.512541741	0.750000354	0.536516698	0.29351233	0.360740005	0.666213117	0.371530181	0.440310392
CCH	175.448419	183.684748	208.3573857	209.650216	192.619784	226.8207549	222.2468666	230.8417579	245.8507833
CCR1	107.1978839	115.8505523	118.021683	144.0222699	93.48176747	118.1071442	98.06035441	91.90962282	119.3803854
CCR2	36.20815725	9.326668958	40.2828499	38.04955164	51.18617058	76.82217701	57.0298377	36.05457873	168.6100843
CCS	32.18446086	33.73877012	31.33040505	31.13191416	26.59250512	27.46334372	30.40637973	26.89210615	28.94479787
CD1	0.674792245	0.472673615	1.00285504	1.918781215	0.649354339	0.701614083	1.51052057	1.383908459	1.716314062
CD2	5.897319581	2.596207833	3.056320122	3.143981923	2.934136243	3.255700754	3.190366826	4.050827019	3.285842458
CD4A	25.9455661	23.74910027	26.26058401	26.00936052	24.76522912	27.25913159	25.37147834	25.56119243	23.84610575
CD4B	83.64050621	88.09198429	85.55050995	81.37657275	109.7593215	93.11882835	93.23670711	95.15015907	86.35006261
CDKC	21.20966087	19.873092	20.40474521	20.17183848	22.60947754	20.21102229	22.16786722	21.92710879	18.59373908
CDPK1	81.77284094	72.07006728	80.05651189	78.77758597	65.21524083	80.60686359	84.59102807	80.25079102	79.70158138
CDPK2	34.57847413	39.19872894	37.40450057	33.18282844	33.51823342	38.69099648	43.96181722	35.2667533	39.30657185
CER6	0.723715968	1.161361133	0.902229256	3.045512801	1.48783577	1.646055337	1.343335792	0.9445192	0.981431872
CEVI-1	6.109485018	1.187472659	36.22966334	21.45253783	4.71393181	34.95210335	12.28344384	10.91862245	7.680732096
CHI1	5.946250901	2.598714516	5.929261037	8.137842242	3.172029684	8.879093269	9.391122174	5.960911101	9.268184293
CHI14	1.852730174	1.143975292	5.32151997	4.256358188	1.254624243	4.245155381	2.411130914	3.403099465	1.122665357
CHI17	2.045441294	0.429832798	2.210814986	1.758398446	2.249523996	2.060283335	2.289357334	0.699154327	1.054564716
CHI3	10.00935108	2.436543486	33.29982259	20.11051496	14.14063196	29.45017774	14.49425596	7.041140944	4.167442672
CHI9	40.10193913	6.515623979	52.73755176	67.16764009	31.16900826	62.44365337	70.19519368	82.42803948	58.23335862
CHLN	17.37601673	59.10414392	42.78848171	43.96001559	42.48602798	55.87604844	53.86307167	58.00084404	49.69445182
CHRD	65.06527557	43.26382266	57.7918398	58.98590781	53.78728269	59.8976825	63.53210843	54.17519315	74.69618395
CHRDi	7.352726458	0.165759514	0.559500695	0.78242751	16.75359609	0.768892146	8.989133622	0.661794331	19.19526664
CHS1	0	0	0	0	0	0	0	0	0
CHS2	0	0	0	0	0	0	0	0	0
CIP1	87.18670721	88.66737592	73.89524064	113.0626672	150.7856636	63.37950367	109.0402618	114.3627982	77.89635779
CIP2a	54.26111321	62.70853248	57.13207241	78.34048801	63.23561941	76.70556863	60.43450816	62.25655085	70.49038598
CIP2b	89.34684206	105.7833598	85.31958909	80.3548935	122.0200273	83.42138692	89.25927268	90.03521136	79.16096651
CIP4	25.21134331	28.30623321	30.21794595	26.48437041	29.80629953	33.00086255	28.68194935	27.3969808	29.61106857
CIP5	5.619009126	5.795858567	3.854818172	4.824701118	4.2865266	3.496331697	4.755558541	5.167541495	5.071471543
CIP6	25.30092742	31.92920896	30.98476262	27.0343368	29.5364201	24.90046262	30.24362625	28.35778972	26.99330815
CIPK11	88.11654415	97.61025255	106.0543082	21.24216174	14.25340136	11.02536416	13.75932388	48.45583395	19.6974834
CIPK14	23.61546659	23.32492079	18.3287655	20.76522768	23.05126855	23.18023642	19.85269971	21.19551727	22.33609838
CIPK6	12.94415247	12.79223929	11.07144056	24.21499386	15.2886074	15.76263004	18.89949838	16.09307973	18.60559156
CITRX	6.366699614	5.420250669	6.418272256	4.857906887	5.588081402	5.092126952	5.647582064	6.696024432	6.665936188
CLV2	5.693255766	5.939531006	5.871244143	5.971692054	4.720951337	4.435728838	5.119098717	4.90080211	5.246000651
CMPG1	7.116380437	7.903102835	14.75311192	0.741730413	0.816331169	0.300134913	0.223780825	2.009230058	0.408204426
CNGC15	5.382092298	5.607888792	10.65735418	4.307972832	6.123326734	5.432075328	8.092713264	5.341280726	6.987191821
CNGC5	19.33241165	21.26255164	22.89670485	23.03520248	24.84790422	20.21425817	23.79912397	21.29810631	25.06560904
CNX61_0	437.5027837	297.5443312	341.2209229	373.2126879	291.9081998	455.1456669	391.3615952	309.0747454	403.7363531
CO1	2.35175119	2.541606808	3.449707861	4.26561329	1.80123992	2.619888513	2.461272556	3.048382989	2.078551531
CO3	10.20731033	8.657228608	12.15819053	11.13553377	9.238479568	16.46454381	10.74147961	11.32929721	12.21294542
COBRA-like	193.5508912	156.1329375	169.2698066	406.4399821	197.7231512	285.2552998	284.0250956	254.6487719	270.9847743
COP1	14.41268067	21.62232111	18.50710198	14.70706118	22.77693912	13.4250961	17.65115789	16.83388118	14.48505429
CPA	136.0919079	104.5062858	105.4675165	127.6701726	136.0745621	129.3067264	134.9756744	110.7914757	156.3088833
CPS	0.182924043	0.128133317	0	0.024192888	0.050293796	0.095097481	0.148899987	0.090946108	0.100597163
CPT3	7.159815229	6.620137702	8.899488283	9.23258566	8.464745201	6.374272331	10.10200946	8.098350026	9.302262119
CPT4	4.100729499	3.977237744	4.048710919	5.256603628	5.854167744	4.140734375	4.022705512	5.0185826	4.987358188
CPT7	0	0	0	0	0	0	0	0	0
CRK1	0.329974814	1.042690925	0.970889374	0.271545885	0.317535625	0.13342418	0.591912977	0.255199399	0
CRTISO	20.46002571	30.13548696	29.73832855	21.02465723	31.7363069	17.84354568	27.97644339	28.48706834	25.57486698
CRY1a	20.69410313	25.69670047	23.74825327	23.79532403	25.54423731	24.66781912	21.273967	20.99616456	18.86422062
CS1	105.8329247	85.64855979	102.7265869	102.5033035	83.27884051	108.9623509	105.2836866	90.03450102	110.3523516
CS2	15.47860213	16.3241846	16.17034187	19.17642119	22.79566282	19.22157827	18.02565724	19.69317608	18.88341894
CTOMT1	243.1783957	179.3129959	240.3662756	307.7713202	207.2888083	321.2363401	244.8527272	218.7036984	303.9570171
CTR3	15.06933488	18.54145936	16.74910996	14.96159712	14.77231189	13.35742173	14.19379952	14.67361788	13.77411976
CTR4	7.68848278	9.519526932	7.92128538	5.90512403	8.535310701	6.174203929	7.281091559	7.436902164	8.887488761
CURL3	26.34817931	22.58816425	24.81236046	21.37639888	18.32690505	17.08809752	20.75381905	27.51930992	22.74410531
CXE1	7.944042483	10.96223382	8.961968786	7.774817311	10.9754224	6.814338785	8.298601305	7.454900415	6.225458799
CYC1	73.08519084	42.55223366	60.69502345	73.55906375	57.05676708	69.54149238	73.59088502	64.88059755	83.33477505
CYP51	260.3745638	143.5951667	173.8175159	224.5120555	173.7652503	271.8624346	244.2137655	216.0551668	267.741073
CYP707A1	0.196709623	0.694460295	0.223244252	1.092677027	0.227153021	0.357924865	0.747233364	0.273840051	0.492211713
CYP724B2	12.44455132	10.12413372	10.40698626	14.48473542	13.43865933	8.336631484	11.89416198	16.04985659	14.71076326
CYP734A7	3.233513241	0.993320073	3.094918884	2.055826038	2.174383825	1.772159566	3.03375888	2.745572694	2.099604853
CYP734A8	34.48123317	34.33408341	33.18314769	33.9899951	59.66092379	29.9584909	45.47006707	54.20578273	46.40735645
CYP77A19	0	0.03658738	0	0.207242207	0.323121738	0.067885695	0.070861878	0.162305555	0
CYP77A20	0.079420503	0.077884663	0.075111437	0.220581378	0.267492952	0.216765498	0.113134367	0.31095427	0.229301491
CYP85A1	5.493818767	1.861883876	3.438360137	5.160947746	2.837722634	3.7118726	5.71600165	5.588354157	5.753738571
CYP85A3	0	0	0	0	0	0	0	0	0
CYP90B3	9.02438358	8.314594996	7.812052559	5.659656882	6.548157793	2.780874692	4.699757299	6.585376015	4.482588009
CYP97A29	9.234769819	10.28473964	8.598318318	8.847744759	7.336647212	8.596992813	10.67349556	7.723415983	8.749698237
CYP97C11	1.656224775	2.812633089	2.941708117	3.216242798	2.021391465	2.499082543	2.186658349	3.233513097	2.837992674
CZFP1	604.301909	836.2052982	677.8849349	165.7789533	237.500394	116.7780144	136.56162	400.3901147	221.4394345
Cab-1A	0	0	0	0	0.067187751	0	0	0	0
Cab-1D	0	0	0	0	0	0	0	0	0
Cab-3C	0	0	0	1.343934312	0	0	0	0	0
Cel1	0.278787406	0.039056599	0.263661419	2.28602911	0.076650814	0.507270276	2.118038233	0.173259275	1.264858784
Cel2	54.09348783	28.88054383	50.40093503	69.15067068	47.53901578	92.3874697	61.18839482	46.89886068	66.04697126
Cel3	131.7343049	126.8578921	142.1056739	176.5883486	143.4376874	172.4405083	156.0941735	159.9780706	155.8470384
Cel8	167.8664051	86.54407429	128.0158116	212.5182414	130.7146313	244.541719	182.7138221	143.3894299	190.7029423
